model,mode,degradation_pct,label,class_name,precision,recall,f1
ours_p50,random,25,16,Tinba,1.0000,0.9940,0.9970
ours_p50,random,25,17,FTP,1.0000,1.0000,1.0000
ours_p50,random,25,18,Htbot,0.9204,0.8320,0.8739
ours_p50,random,25,19,Skype,1.0000,1.0000,1.0000
ours_p50,random,50,0,Shifu,0.9980,1.0000,0.9990
ours_p50,random,50,1,Geodo,0.8680,0.6840,0.7651
ours_p50,random,50,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,random,50,3,Gmail,1.0000,1.0000,1.0000
ours_p50,random,50,4,Neris,0.8377,0.8260,0.8318
ours_p50,random,50,5,SMB,1.0000,1.0000,1.0000
ours_p50,random,50,6,Nsis-ay,0.8308,0.9820,0.9001
ours_p50,random,50,7,Cridex,0.9978,0.8940,0.9430
ours_p50,random,50,8,Zeus,0.6997,0.8900,0.7835
ours_p50,random,50,9,Miuref,0.8779,0.7620,0.8158
ours_p50,random,50,10,MySQL,1.0000,1.0000,1.0000
ours_p50,random,50,11,Virut,0.7153,0.8240,0.7658
ours_p50,random,50,12,Weibo,1.0000,1.0000,1.0000
ours_p50,random,50,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p50,random,50,14,Outlook,1.0000,1.0000,1.0000
ours_p50,random,50,15,Facetime,1.0000,1.0000,1.0000
ours_p50,random,50,16,Tinba,1.0000,0.9940,0.9970
ours_p50,random,50,17,FTP,1.0000,1.0000,1.0000
ours_p50,random,50,18,Htbot,0.8930,0.7680,0.8258
ours_p50,random,50,19,Skype,1.0000,1.0000,1.0000
ours_p50,random,75,0,Shifu,1.0000,1.0000,1.0000
ours_p50,random,75,1,Geodo,0.9137,0.6780,0.7784
ours_p50,random,75,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,random,75,3,Gmail,1.0000,1.0000,1.0000
ours_p50,random,75,4,Neris,0.8233,0.7920,0.8073
ours_p50,random,75,5,SMB,1.0000,1.0000,1.0000
ours_p50,random,75,6,Nsis-ay,0.7934,0.9600,0.8688
ours_p50,random,75,7,Cridex,0.9978,0.8940,0.9430
ours_p50,random,75,8,Zeus,0.6745,0.8660,0.7583
ours_p50,random,75,9,Miuref,0.8719,0.7620,0.8132
ours_p50,random,75,10,MySQL,1.0000,1.0000,1.0000
ours_p50,random,75,11,Virut,0.6318,0.7860,0.7005
ours_p50,random,75,12,Weibo,1.0000,1.0000,1.0000
ours_p50,random,75,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p50,random,75,14,Outlook,1.0000,1.0000,1.0000
ours_p50,random,75,15,Facetime,0.9960,1.0000,0.9980
ours_p50,random,75,16,Tinba,1.0000,0.9940,0.9970
ours_p50,random,75,17,FTP,1.0000,1.0000,1.0000
ours_p50,random,75,18,Htbot,0.8329,0.6580,0.7352
ours_p50,random,75,19,Skype,1.0000,1.0000,1.0000
ours_p50,random,100,0,Shifu,1.0000,1.0000,1.0000
ours_p50,random,100,1,Geodo,0.9222,0.6640,0.7721
ours_p50,random,100,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,random,100,3,Gmail,1.0000,1.0000,1.0000
ours_p50,random,100,4,Neris,0.8095,0.7820,0.7955
ours_p50,random,100,5,SMB,1.0000,1.0000,1.0000
ours_p50,random,100,6,Nsis-ay,0.7589,0.9380,0.8390
ours_p50,random,100,7,Cridex,0.9978,0.8940,0.9430
ours_p50,random,100,8,Zeus,0.6615,0.8520,0.7448
ours_p50,random,100,9,Miuref,0.8761,0.7640,0.8162
ours_p50,random,100,10,MySQL,1.0000,1.0000,1.0000
ours_p50,random,100,11,Virut,0.5664,0.7760,0.6549
ours_p50,random,100,12,Weibo,1.0000,1.0000,1.0000
ours_p50,random,100,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p50,random,100,14,Outlook,1.0000,1.0000,1.0000
ours_p50,random,100,15,Facetime,0.9960,1.0000,0.9980
ours_p50,random,100,16,Tinba,1.0000,0.9940,0.9970
ours_p50,random,100,17,FTP,1.0000,1.0000,1.0000
ours_p50,random,100,18,Htbot,0.8135,0.5320,0.6433
ours_p50,random,100,19,Skype,1.0000,1.0000,1.0000
ours_p50,zero,0,0,Shifu,0.9980,1.0000,0.9990
ours_p50,zero,0,1,Geodo,0.8806,0.9880,0.9312
ours_p50,zero,0,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,zero,0,3,Gmail,1.0000,1.0000,1.0000
ours_p50,zero,0,4,Neris,0.8891,0.8660,0.8774
ours_p50,zero,0,5,SMB,1.0000,1.0000,1.0000
ours_p50,zero,0,6,Nsis-ay,0.9880,0.9840,0.9860
ours_p50,zero,0,7,Cridex,0.9978,0.8940,0.9430
ours_p50,zero,0,8,Zeus,0.9980,0.9920,0.9950
ours_p50,zero,0,9,Miuref,0.8876,0.8840,0.8858
ours_p50,zero,0,10,MySQL,1.0000,1.0000,1.0000
ours_p50,zero,0,11,Virut,0.8142,0.8500,0.8317
ours_p50,zero,0,12,Weibo,1.0000,1.0000,1.0000
ours_p50,zero,0,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p50,zero,0,14,Outlook,1.0000,1.0000,1.0000
ours_p50,zero,0,15,Facetime,1.0000,1.0000,1.0000
ours_p50,zero,0,16,Tinba,1.0000,0.9940,0.9970
ours_p50,zero,0,17,FTP,1.0000,1.0000,1.0000
ours_p50,zero,0,18,Htbot,0.9267,0.9100,0.9183
ours_p50,zero,0,19,Skype,1.0000,1.0000,1.0000
ours_p50,zero,25,0,Shifu,0.9980,1.0000,0.9990
ours_p50,zero,25,1,Geodo,0.6791,0.9820,0.8029
ours_p50,zero,25,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,zero,25,3,Gmail,1.0000,1.0000,1.0000
ours_p50,zero,25,4,Neris,0.8913,0.8360,0.8627
ours_p50,zero,25,5,SMB,1.0000,1.0000,1.0000
ours_p50,zero,25,6,Nsis-ay,0.9840,0.9820,0.9830
ours_p50,zero,25,7,Cridex,0.9978,0.8940,0.9430
ours_p50,zero,25,8,Zeus,0.9950,0.8000,0.8869
ours_p50,zero,25,9,Miuref,0.8759,0.7620,0.8150
ours_p50,zero,25,10,MySQL,1.0000,1.0000,1.0000
ours_p50,zero,25,11,Virut,0.7561,0.8740,0.8108
ours_p50,zero,25,12,Weibo,1.0000,1.0000,1.0000
ours_p50,zero,25,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p50,zero,25,14,Outlook,1.0000,1.0000,1.0000
ours_p50,zero,25,15,Facetime,1.0000,1.0000,1.0000
ours_p50,zero,25,16,Tinba,1.0000,0.9940,0.9970
ours_p50,zero,25,17,FTP,1.0000,1.0000,1.0000
ours_p50,zero,25,18,Htbot,0.9241,0.8280,0.8734
ours_p50,zero,25,19,Skype,1.0000,1.0000,1.0000
ours_p50,zero,50,0,Shifu,0.9980,1.0000,0.9990
ours_p50,zero,50,1,Geodo,0.6801,0.9780,0.8023
ours_p50,zero,50,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,zero,50,3,Gmail,1.0000,1.0000,1.0000
ours_p50,zero,50,4,Neris,0.8859,0.7920,0.8363
ours_p50,zero,50,5,SMB,1.0000,1.0000,1.0000
ours_p50,zero,50,6,Nsis-ay,0.9661,0.9700,0.9681
ours_p50,zero,50,7,Cridex,0.9978,0.8940,0.9430
ours_p50,zero,50,8,Zeus,0.9974,0.7740,0.8716
ours_p50,zero,50,9,Miuref,0.8779,0.7620,0.8158
ours_p50,zero,50,10,MySQL,1.0000,1.0000,1.0000
ours_p50,zero,50,11,Virut,0.6615,0.8600,0.7478
ours_p50,zero,50,12,Weibo,1.0000,1.0000,1.0000
ours_p50,zero,50,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p50,zero,50,14,Outlook,1.0000,1.0000,1.0000
ours_p50,zero,50,15,Facetime,0.9980,1.0000,0.9990
ours_p50,zero,50,16,Tinba,1.0000,0.9940,0.9970
ours_p50,zero,50,17,FTP,1.0000,1.0000,1.0000
ours_p50,zero,50,18,Htbot,0.8886,0.7340,0.8039
ours_p50,zero,50,19,Skype,1.0000,1.0000,1.0000
ours_p50,zero,75,0,Shifu,1.0000,1.0000,1.0000
ours_p50,zero,75,1,Geodo,0.6783,0.9740,0.7997
ours_p50,zero,75,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,zero,75,3,Gmail,1.0000,1.0000,1.0000
ours_p50,zero,75,4,Neris,0.8894,0.7560,0.8173
ours_p50,zero,75,5,SMB,1.0000,1.0000,1.0000
ours_p50,zero,75,6,Nsis-ay,0.9308,0.9420,0.9364
ours_p50,zero,75,7,Cridex,1.0000,0.8940,0.9440
ours_p50,zero,75,8,Zeus,0.9894,0.7440,0.8493
ours_p50,zero,75,9,Miuref,0.8759,0.7620,0.8150
ours_p50,zero,75,10,MySQL,1.0000,1.0000,1.0000
ours_p50,zero,75,11,Virut,0.5917,0.8580,0.7004
ours_p50,zero,75,12,Weibo,1.0000,1.0000,1.0000
ours_p50,zero,75,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p50,zero,75,14,Outlook,1.0000,1.0000,1.0000
ours_p50,zero,75,15,Facetime,1.0000,1.0000,1.0000
ours_p50,zero,75,16,Tinba,1.0000,0.9940,0.9970
ours_p50,zero,75,17,FTP,1.0000,1.0000,1.0000
ours_p50,zero,75,18,Htbot,0.8464,0.6280,0.7210
ours_p50,zero,75,19,Skype,1.0000,1.0000,1.0000
ours_p50,zero,100,0,Shifu,0.9980,1.0000,0.9990
ours_p50,zero,100,1,Geodo,0.6774,0.9700,0.7977
ours_p50,zero,100,2,BitTorrent,1.0000,1.0000,1.0000
ours_p50,zero,100,3,Gmail,1.0000,1.0000,1.0000
ours_p50,zero,100,4,Neris,0.9010,0.7460,0.8162
ours_p50,zero,100,5,SMB,1.0000,1.0000,1.0000
ours_p50,zero,100,6,Nsis-ay,0.8859,0.9160,0.9007
ours_p50,zero,100,7,Cridex,1.0000,0.8940,0.9440
ours_p50,zero,100,8,Zeus,0.9916,0.7080,0.8261
ours_p50,zero,100,9,Miuref,0.8759,0.7620,0.8150
ours_p50,zero,100,10,MySQL,1.0000,1.0000,1.0000
ours_p50,zero,100,11,Virut,0.5302,0.8420,0.6507
ours_p50,zero,100,12,Weibo,1.0000,1.0000,1.0000
ours_p50,zero,100,13,WorldOfWarcraft,0.9980,1.0000,0.9990
ours_p50,zero,100,14,Outlook,1.0000,1.0000,1.0000
ours_p50,zero,100,15,Facetime,0.9980,1.0000,0.9990
ours_p50,zero,100,16,Tinba,1.0000,0.9940,0.9970
ours_p50,zero,100,17,FTP,1.0000,1.0000,1.0000
ours_p50,zero,100,18,Htbot,0.8125,0.5200,0.6341
ours_p50,zero,100,19,Skype,1.0000,1.0000,1.0000
ours_p70,mask,0,0,Shifu,0.9960,1.0000,0.9980
ours_p70,mask,0,1,Geodo,0.8809,0.9760,0.9260
ours_p70,mask,0,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,mask,0,3,Gmail,1.0000,1.0000,1.0000
ours_p70,mask,0,4,Neris,0.8650,0.8460,0.8554
ours_p70,mask,0,5,SMB,1.0000,1.0000,1.0000
ours_p70,mask,0,6,Nsis-ay,0.9979,0.9680,0.9827
ours_p70,mask,0,7,Cridex,0.9978,0.8940,0.9430
ours_p70,mask,0,8,Zeus,0.9920,0.9860,0.9890
ours_p70,mask,0,9,Miuref,0.8876,0.8840,0.8858
ours_p70,mask,0,10,MySQL,1.0000,1.0000,1.0000
ours_p70,mask,0,11,Virut,0.7762,0.7560,0.7660
ours_p70,mask,0,12,Weibo,0.9960,1.0000,0.9980
ours_p70,mask,0,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,mask,0,14,Outlook,1.0000,1.0000,1.0000
ours_p70,mask,0,15,Facetime,0.9980,1.0000,0.9990
ours_p70,mask,0,16,Tinba,1.0000,0.9940,0.9970
ours_p70,mask,0,17,FTP,1.0000,1.0000,1.0000
ours_p70,mask,0,18,Htbot,0.8241,0.8900,0.8558
ours_p70,mask,0,19,Skype,1.0000,1.0000,1.0000
ours_p70,mask,25,0,Shifu,0.9822,0.9960,0.9891
ours_p70,mask,25,1,Geodo,0.6638,0.9320,0.7754
ours_p70,mask,25,2,BitTorrent,1.0000,0.9820,0.9909
ours_p70,mask,25,3,Gmail,0.9940,1.0000,0.9970
ours_p70,mask,25,4,Neris,0.8075,0.7720,0.7894
ours_p70,mask,25,5,SMB,0.9979,0.9300,0.9627
ours_p70,mask,25,6,Nsis-ay,0.9525,0.8820,0.9159
ours_p70,mask,25,7,Cridex,0.9613,0.8940,0.9264
ours_p70,mask,25,8,Zeus,0.9726,0.6400,0.7720
ours_p70,mask,25,9,Miuref,0.8698,0.7480,0.8043
ours_p70,mask,25,10,MySQL,0.9980,0.9820,0.9899
ours_p70,mask,25,11,Virut,0.6680,0.6880,0.6778
ours_p70,mask,25,12,Weibo,0.9274,0.9960,0.9605
ours_p70,mask,25,13,WorldOfWarcraft,1.0000,0.9860,0.9930
ours_p70,mask,25,14,Outlook,0.9881,1.0000,0.9940
ours_p70,mask,25,15,Facetime,0.9979,0.9680,0.9827
ours_p70,mask,25,16,Tinba,0.9980,0.9940,0.9960
ours_p70,mask,25,17,FTP,1.0000,0.9960,0.9980
ours_p70,mask,25,18,Htbot,0.6138,0.7980,0.6939
ours_p70,mask,25,19,Skype,1.0000,0.9840,0.9919
ours_p70,mask,50,0,Shifu,0.9405,0.8540,0.8952
ours_p70,mask,50,1,Geodo,0.5633,0.6140,0.5876
ours_p70,mask,50,2,BitTorrent,0.9875,0.7880,0.8765
ours_p70,mask,50,3,Gmail,0.8026,1.0000,0.8905
ours_p70,mask,50,4,Neris,0.6822,0.7600,0.7190
ours_p70,mask,50,5,SMB,1.0000,0.8100,0.8950
ours_p70,mask,50,6,Nsis-ay,0.8091,0.5000,0.6180
ours_p70,mask,50,7,Cridex,0.9761,0.8980,0.9354
ours_p70,mask,50,8,Zeus,0.9651,0.7200,0.8247
ours_p70,mask,50,9,Miuref,0.8676,0.4980,0.6328
ours_p70,mask,50,10,MySQL,0.9938,0.9560,0.9745
ours_p70,mask,50,11,Virut,0.4961,0.6300,0.5551
ours_p70,mask,50,12,Weibo,0.8501,0.9980,0.9181
ours_p70,mask,50,13,WorldOfWarcraft,0.9936,0.9260,0.9586
ours_p70,mask,50,14,Outlook,0.9653,1.0000,0.9823
ours_p70,mask,50,15,Facetime,0.9980,0.9760,0.9869
ours_p70,mask,50,16,Tinba,1.0000,0.9900,0.9950
ours_p70,mask,50,17,FTP,1.0000,0.9980,0.9990
ours_p70,mask,50,18,Htbot,0.3952,0.7500,0.5176
ours_p70,mask,50,19,Skype,0.9979,0.9360,0.9659
ours_p70,mask,75,0,Shifu,0.7993,0.9480,0.8673
ours_p70,mask,75,1,Geodo,0.5945,0.7360,0.6577
ours_p70,mask,75,2,BitTorrent,1.0000,0.0780,0.1447
ours_p70,mask,75,3,Gmail,0.8925,0.9960,0.9414
ours_p70,mask,75,4,Neris,0.3657,0.7080,0.4823
ours_p70,mask,75,5,SMB,0.9917,0.2380,0.3839
ours_p70,mask,75,6,Nsis-ay,0.5813,0.6220,0.6010
ours_p70,mask,75,7,Cridex,0.9967,0.6000,0.7491
ours_p70,mask,75,8,Zeus,0.7549,0.5420,0.6310
ours_p70,mask,75,9,Miuref,0.9271,0.5340,0.6777
ours_p70,mask,75,10,MySQL,0.9799,0.6840,0.8057
ours_p70,mask,75,11,Virut,0.5636,0.5580,0.5608
ours_p70,mask,75,12,Weibo,0.4344,0.8680,0.5791
ours_p70,mask,75,13,WorldOfWarcraft,0.9301,0.3460,0.5044
ours_p70,mask,75,14,Outlook,0.6544,0.9920,0.7886
ours_p70,mask,75,15,Facetime,1.0000,0.0800,0.1481
ours_p70,mask,75,16,Tinba,0.9960,0.9880,0.9920
ours_p70,mask,75,17,FTP,0.9883,0.8460,0.9116
ours_p70,mask,75,18,Htbot,0.2380,0.7360,0.3597
ours_p70,mask,75,19,Skype,1.0000,0.6460,0.7849
ours_p70,mask,100,0,Shifu,0.9783,0.9940,0.9861
ours_p70,mask,100,1,Geodo,0.5837,0.8300,0.6854
ours_p70,mask,100,2,BitTorrent,1.0000,0.2740,0.4301
ours_p70,mask,100,3,Gmail,0.9420,0.9740,0.9577
ours_p70,mask,100,4,Neris,0.6184,0.7780,0.6891
ours_p70,mask,100,5,SMB,0.9976,0.8320,0.9073
ours_p70,mask,100,6,Nsis-ay,0.9279,0.8500,0.8873
ours_p70,mask,100,7,Cridex,1.0000,0.8300,0.9071
ours_p70,mask,100,8,Zeus,0.9220,0.5200,0.6650
ours_p70,mask,100,9,Miuref,0.8437,0.5940,0.6972
ours_p70,mask,100,10,MySQL,1.0000,0.8880,0.9407
ours_p70,mask,100,11,Virut,0.5553,0.5520,0.5537
ours_p70,mask,100,12,Weibo,0.4212,1.0000,0.5928
ours_p70,mask,100,13,WorldOfWarcraft,1.0000,0.6580,0.7937
ours_p70,mask,100,14,Outlook,0.9728,1.0000,0.9862
ours_p70,mask,100,15,Facetime,1.0000,0.9540,0.9765
ours_p70,mask,100,16,Tinba,0.9980,0.9900,0.9940
ours_p70,mask,100,17,FTP,1.0000,0.9960,0.9980
ours_p70,mask,100,18,Htbot,0.4671,0.6380,0.5393
ours_p70,mask,100,19,Skype,1.0000,0.8980,0.9463
ours_p70,random,0,0,Shifu,0.9960,1.0000,0.9980
ours_p70,random,0,1,Geodo,0.8809,0.9760,0.9260
ours_p70,random,0,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,random,0,3,Gmail,1.0000,1.0000,1.0000
ours_p70,random,0,4,Neris,0.8650,0.8460,0.8554
ours_p70,random,0,5,SMB,1.0000,1.0000,1.0000
ours_p70,random,0,6,Nsis-ay,0.9979,0.9680,0.9827
ours_p70,random,0,7,Cridex,0.9978,0.8940,0.9430
ours_p70,random,0,8,Zeus,0.9920,0.9860,0.9890
ours_p70,random,0,9,Miuref,0.8876,0.8840,0.8858
ours_p70,random,0,10,MySQL,1.0000,1.0000,1.0000
ours_p70,random,0,11,Virut,0.7762,0.7560,0.7660
ours_p70,random,0,12,Weibo,0.9960,1.0000,0.9980
ours_p70,random,0,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,random,0,14,Outlook,1.0000,1.0000,1.0000
ours_p70,random,0,15,Facetime,0.9980,1.0000,0.9990
ours_p70,random,0,16,Tinba,1.0000,0.9940,0.9970
ours_p70,random,0,17,FTP,1.0000,1.0000,1.0000
ours_p70,random,0,18,Htbot,0.8241,0.8900,0.8558
ours_p70,random,0,19,Skype,1.0000,1.0000,1.0000
ours_p70,random,25,0,Shifu,0.9960,1.0000,0.9980
ours_p70,random,25,1,Geodo,0.7776,0.7900,0.7837
ours_p70,random,25,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,random,25,3,Gmail,1.0000,1.0000,1.0000
ours_p70,random,25,4,Neris,0.8347,0.8280,0.8313
ours_p70,random,25,5,SMB,1.0000,1.0000,1.0000
ours_p70,random,25,6,Nsis-ay,0.8907,0.9620,0.9250
ours_p70,random,25,7,Cridex,0.9978,0.8940,0.9430
ours_p70,random,25,8,Zeus,0.7830,0.8660,0.8224
ours_p70,random,25,9,Miuref,0.8727,0.7680,0.8170
ours_p70,random,25,10,MySQL,1.0000,1.0000,1.0000
ours_p70,random,25,11,Virut,0.7396,0.7500,0.7448
ours_p70,random,25,12,Weibo,0.9960,1.0000,0.9980
ours_p70,random,25,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,random,25,14,Outlook,1.0000,1.0000,1.0000
ours_p70,random,25,15,Facetime,0.9960,1.0000,0.9980
ours_p70,random,25,16,Tinba,1.0000,0.9940,0.9970
ours_p70,random,25,17,FTP,1.0000,1.0000,1.0000
ours_p70,random,25,18,Htbot,0.8257,0.8340,0.8299
ours_p70,random,25,19,Skype,1.0000,1.0000,1.0000
ours_p70,random,50,0,Shifu,0.9960,1.0000,0.9980
ours_p70,random,50,1,Geodo,0.7683,0.7760,0.7721
ours_p70,random,50,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,random,50,3,Gmail,1.0000,1.0000,1.0000
ours_p70,random,50,4,Neris,0.8111,0.8160,0.8136
ours_p70,random,50,5,SMB,1.0000,1.0000,1.0000
ours_p70,random,50,6,Nsis-ay,0.8874,0.9460,0.9158
ours_p70,random,50,7,Cridex,0.9978,0.8940,0.9430
ours_p70,random,50,8,Zeus,0.7678,0.8400,0.8023
ours_p70,random,50,9,Miuref,0.8739,0.7620,0.8141
ours_p70,random,50,10,MySQL,1.0000,1.0000,1.0000
ours_p70,random,50,11,Virut,0.7208,0.7280,0.7244
ours_p70,random,50,12,Weibo,0.9960,1.0000,0.9980
ours_p70,random,50,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,random,50,14,Outlook,1.0000,1.0000,1.0000
ours_p70,random,50,15,Facetime,0.9980,1.0000,0.9990
ours_p70,random,50,16,Tinba,1.0000,0.9940,0.9970
ours_p70,random,50,17,FTP,1.0000,1.0000,1.0000
ours_p70,random,50,18,Htbot,0.7889,0.8220,0.8051
ours_p70,random,50,19,Skype,1.0000,1.0000,1.0000
ours_p70,random,75,0,Shifu,0.9960,1.0000,0.9980
ours_p70,random,75,1,Geodo,0.7860,0.7640,0.7748
ours_p70,random,75,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,random,75,3,Gmail,1.0000,1.0000,1.0000
ours_p70,random,75,4,Neris,0.7849,0.8100,0.7972
ours_p70,random,75,5,SMB,1.0000,1.0000,1.0000
ours_p70,random,75,6,Nsis-ay,0.8653,0.9380,0.9002
ours_p70,random,75,7,Cridex,1.0000,0.8940,0.9440
ours_p70,random,75,8,Zeus,0.7527,0.8220,0.7859
ours_p70,random,75,9,Miuref,0.8739,0.7620,0.8141
ours_p70,random,75,10,MySQL,1.0000,1.0000,1.0000
ours_p70,random,75,11,Virut,0.6704,0.7200,0.6943
ours_p70,random,75,12,Weibo,0.9960,1.0000,0.9980
ours_p70,random,75,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,random,75,14,Outlook,1.0000,1.0000,1.0000
ours_p70,random,75,15,Facetime,0.9940,1.0000,0.9970
ours_p70,random,75,16,Tinba,1.0000,0.9940,0.9970
ours_p70,random,75,17,FTP,1.0000,1.0000,1.0000
ours_p70,random,75,18,Htbot,0.7407,0.7200,0.7302
ours_p70,random,75,19,Skype,1.0000,1.0000,1.0000
ours_p70,random,100,0,Shifu,0.9960,1.0000,0.9980
ours_p70,random,100,1,Geodo,0.7850,0.7960,0.7905
ours_p70,random,100,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,random,100,3,Gmail,1.0000,1.0000,1.0000
ours_p70,random,100,4,Neris,0.7811,0.7920,0.7865
ours_p70,random,100,5,SMB,1.0000,1.0000,1.0000
ours_p70,random,100,6,Nsis-ay,0.8642,0.9160,0.8893
ours_p70,random,100,7,Cridex,0.9978,0.8940,0.9430
ours_p70,random,100,8,Zeus,0.7543,0.7920,0.7727
ours_p70,random,100,9,Miuref,0.8759,0.7620,0.8150
ours_p70,random,100,10,MySQL,1.0000,1.0000,1.0000
ours_p70,random,100,11,Virut,0.6081,0.7200,0.6593
ours_p70,random,100,12,Weibo,0.9960,1.0000,0.9980
ours_p70,random,100,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,random,100,14,Outlook,1.0000,1.0000,1.0000
ours_p70,random,100,15,Facetime,0.9980,1.0000,0.9990
ours_p70,random,100,16,Tinba,1.0000,0.9940,0.9970
ours_p70,random,100,17,FTP,1.0000,1.0000,1.0000
ours_p70,random,100,18,Htbot,0.7137,0.6480,0.6792
ours_p70,random,100,19,Skype,1.0000,1.0000,1.0000
ours_p70,zero,0,0,Shifu,0.9960,1.0000,0.9980
ours_p70,zero,0,1,Geodo,0.8809,0.9760,0.9260
ours_p70,zero,0,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,zero,0,3,Gmail,1.0000,1.0000,1.0000
ours_p70,zero,0,4,Neris,0.8650,0.8460,0.8554
ours_p70,zero,0,5,SMB,1.0000,1.0000,1.0000
ours_p70,zero,0,6,Nsis-ay,0.9979,0.9680,0.9827
ours_p70,zero,0,7,Cridex,0.9978,0.8940,0.9430
ours_p70,zero,0,8,Zeus,0.9920,0.9860,0.9890
ours_p70,zero,0,9,Miuref,0.8876,0.8840,0.8858
ours_p70,zero,0,10,MySQL,1.0000,1.0000,1.0000
ours_p70,zero,0,11,Virut,0.7762,0.7560,0.7660
ours_p70,zero,0,12,Weibo,0.9960,1.0000,0.9980
ours_p70,zero,0,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,zero,0,14,Outlook,1.0000,1.0000,1.0000
ours_p70,zero,0,15,Facetime,0.9980,1.0000,0.9990
ours_p70,zero,0,16,Tinba,1.0000,0.9940,0.9970
ours_p70,zero,0,17,FTP,1.0000,1.0000,1.0000
ours_p70,zero,0,18,Htbot,0.8241,0.8900,0.8558
ours_p70,zero,0,19,Skype,1.0000,1.0000,1.0000
ours_p70,zero,25,0,Shifu,0.9960,1.0000,0.9980
ours_p70,zero,25,1,Geodo,0.6768,0.9760,0.7993
ours_p70,zero,25,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,zero,25,3,Gmail,1.0000,1.0000,1.0000
ours_p70,zero,25,4,Neris,0.8441,0.8340,0.8390
ours_p70,zero,25,5,SMB,1.0000,1.0000,1.0000
ours_p70,zero,25,6,Nsis-ay,0.9897,0.9640,0.9767
ours_p70,zero,25,7,Cridex,1.0000,0.8940,0.9440
ours_p70,zero,25,8,Zeus,0.9851,0.7960,0.8805
ours_p70,zero,25,9,Miuref,0.8759,0.7620,0.8150
ours_p70,zero,25,10,MySQL,1.0000,1.0000,1.0000
ours_p70,zero,25,11,Virut,0.7442,0.7740,0.7588
ours_p70,zero,25,12,Weibo,0.9960,1.0000,0.9980
ours_p70,zero,25,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,zero,25,14,Outlook,1.0000,1.0000,1.0000
ours_p70,zero,25,15,Facetime,0.9980,1.0000,0.9990
ours_p70,zero,25,16,Tinba,1.0000,0.9940,0.9970
ours_p70,zero,25,17,FTP,1.0000,1.0000,1.0000
ours_p70,zero,25,18,Htbot,0.8429,0.8260,0.8343
ours_p70,zero,25,19,Skype,1.0000,1.0000,1.0000
ours_p70,zero,50,0,Shifu,0.9960,1.0000,0.9980
ours_p70,zero,50,1,Geodo,0.6759,0.9720,0.7974
ours_p70,zero,50,2,BitTorrent,1.0000,1.0000,1.0000
ours_p70,zero,50,3,Gmail,1.0000,1.0000,1.0000
ours_p70,zero,50,4,Neris,0.8105,0.8300,0.8202
ours_p70,zero,50,5,SMB,1.0000,1.0000,1.0000
ours_p70,zero,50,6,Nsis-ay,0.9793,0.9440,0.9613
ours_p70,zero,50,7,Cridex,1.0000,0.8940,0.9440
ours_p70,zero,50,8,Zeus,0.9899,0.7840,0.8750
ours_p70,zero,50,9,Miuref,0.8739,0.7620,0.8141
ours_p70,zero,50,10,MySQL,1.0000,1.0000,1.0000
ours_p70,zero,50,11,Virut,0.7143,0.7600,0.7364
ours_p70,zero,50,12,Weibo,0.9960,1.0000,0.9980
ours_p70,zero,50,13,WorldOfWarcraft,1.0000,1.0000,1.0000
ours_p70,zero,50,14,Outlook,1.0000,1.0000,1.0000
ours_p70,zero,50,15,Facetime,0.9960,1.0000,0.9980
ours_p70,zero,50,16,Tinba,1.0000,0.9940,0.9970
ours_p70,zero,50,17,FTP,1.0000,1.0000,1.0000
ours_p70,zero,50,18,Htbot,0.8330,0.7880,0.8099
ours_p70,zero,50,19,Skype,1.0000,1.0000,1.0000
